countrycode,ticket_split2
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,1
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,1
1056,1
1056,1
1056,1
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,1
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,1
1056,1
1056,0
1056,1
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,1
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,1
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,1
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,1
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1056,1
1056,0
1056,0
1056,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,0
1208,1
1208,0
1208,0
1208,0
1208,0
1208,1
1208,1
1208,1
1208,1
1208,1
1208,0
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,0
1208,1
1208,1
1208,0
1208,0
1208,1
1208,1
1208,1
1208,0
1208,1
1208,1
1208,1
1208,1
1300,1
1300,1
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,1
1300,1
1300,0
1300,0
1300,1
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,0
1300,0
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,1
1300,1
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,1
1300,1
1300,1
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,1
1300,1
1300,1
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,1
1300,1
1300,1
1300,0
1300,0
1300,1
1300,1
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,1
1300,1
1300,1
1300,1
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,1
1300,1
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,1
1300,1
1300,1
1300,0
1300,1
1300,1
1300,1
1300,0
1300,1
1300,1
1300,0
1300,1
1300,0
1300,1
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,1
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,1
1300,1
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,1
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,1
1300,1
1300,1
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,1
1300,1
1300,0
1300,0
1300,0
1300,1
1300,0
1300,1
1300,0
1300,0
